"id","userId","searchDate","networkCount","reason"
"3ca6e2df-39fe-4a1b-af5e-2a158fbc2d69","***","2026-08-03T16:29:47.884Z","2",""
"07ed8886-b365-423f-b592-d82ceb2177b8","***","2026-08-03T16:35:59.740Z","477",""
"8178d688-d821-4195-90a7-24a35e932185","***","2026-08-03T17:42:40.316Z","6037",""
"1a2d4838-e193-4f3e-9881-2942e09c9662","***","2026-08-03T19:17:52.352Z","6036","wanted"
"b92de9da-56c8-467c-b161-44f494418881","***","2026-08-03T19:42:16.721Z","477",""
"c2612ac0-a54e-4c16-8cdb-48a487bc262d","***","2026-08-03T19:45:16.077Z","477",""
"b2c4f6f8-66e6-4b53-8c65-74b7acac1d17","***","2026-08-03T20:25:25.546Z","477",""
"81866247-a1be-4279-8036-bc0d0d26b1f1","***","2026-08-03T21:12:34.527Z","2","Suspect vehicle"
"bf0ba7ce-897c-49b0-b1e8-c5d6276e629c","***","2026-08-03T22:07:38.161Z","477",""
"29788446-6ad0-424c-83f7-aef8b1d6d585","***","2026-08-03T22:44:56.366Z","2","Suspect vehicle"
"12f2d73b-5bbb-4c91-9315-b85246110e9b","***","2026-08-03T23:13:28.753Z","2","Suspect vehicle"
"8ef0d1eb-ddc4-457b-ba3f-91898e66e4b3","***","2026-08-03T23:23:52.000Z","477","suspect vehicle"
"876cfb55-7adc-4472-bedb-b99482ed634d","***","2026-08-04T00:23:56.839Z","477",""
"e0b8b098-1f07-48f5-976c-7da53b2407e7","***","2026-08-04T00:56:28.445Z","1",""
"bf083c2b-7e42-4237-914f-723ee5983450","***","2026-08-04T01:01:04.476Z","1",""
"135bc8fc-c23d-4a6c-88e0-31c7e8a47322","***","2026-08-04T05:10:09.265Z","1",""
"7f595f15-b1e6-4e19-a427-6eb53fc2e6cf","***","2026-08-04T07:07:23.800Z","477",""
"f84cd19b-452d-4a20-9325-fcaa0a567fd2","***","2026-08-04T13:23:32.865Z","477",""
"7465cdfe-45d6-4865-957c-24307dc451eb","***","2026-08-04T13:48:10.617Z","2",""
"7884604d-8c0d-404b-a992-e6cdb18b266a","***","2026-08-04T13:50:31.223Z","477",""
"dd2265c6-07ca-42da-b9bc-3e91745b3875","***","2026-08-04T14:07:30.928Z","477",""
"3b81df1a-2d32-4675-b4d6-8904b68319ef","***","2026-08-04T15:46:45.318Z","2",""
"fb9eba66-b557-4bd6-823d-78b7589119fa","***","2026-08-04T16:06:07.910Z","477",""
"7742faa9-a2e8-4d91-959b-7b9af8a5dc1f","***","2026-08-04T18:05:41.923Z","6038",""
"82105f27-90b9-4c6f-b248-59babf30af17","***","2026-08-04T19:30:17.015Z","2",""
"3188340b-06d3-474c-95c0-8c0612567ec3","***","2026-08-04T20:07:42.948Z","477",""
"df4e18a8-ecff-4381-bcd1-b6a0f43f056c","***","2026-08-04T20:17:36.340Z","1",""
"90d11b02-379e-44ce-b2ef-b4b3210b3228","***","2026-08-04T20:23:27.093Z","477","victim"
"eecbd525-2a23-49ff-973b-c4e8a205af4e","***","2026-08-04T20:40:13.801Z","1",""
"e83d873a-b559-4af8-b91d-cc3c51ccb377","***","2026-08-04T20:58:00.724Z","477",""
"5551c86a-d467-4cb4-931e-451581f1dfe8","***","2026-08-04T21:40:15.955Z","6038",""
"abe116bc-1b51-4b78-af9e-76fa76c4ff4f","***","2026-08-05T00:30:29.775Z","477",""
"67ad8538-b519-4f59-a884-427a7af414d9","***","2026-08-05T01:13:28.109Z","477",""
"474f07a4-0ae8-4309-a42d-0177e7786788","***","2026-08-05T02:45:19.696Z","2",""
"e09878b9-a7e3-45f1-b740-9454959498ba","***","2026-08-05T03:38:57.903Z","477",""
"c5d1abff-b346-46be-8b3e-d1dd12da440f","***","2026-08-05T03:40:03.806Z","2",""
"1e9a02d6-cdfb-42f8-93a0-ac27ec95b886","***","2026-08-05T11:13:59.518Z","477",""
"d2c96c65-8c30-460a-8886-aedf11cca0ec","***","2026-08-05T13:08:38.840Z","2","wanted"
"691f8126-51e7-493e-b62b-dcf194110bd1","***","2026-08-05T13:24:58.077Z","477",""
"24cc1dd1-03d4-4166-bf4b-7818ef63b109","***","2026-08-05T13:31:09.120Z","2",""
"6e76a153-81be-4e06-aa1c-7dc5dd4f236c","***","2026-08-05T14:29:22.433Z","477",""
"1eb31be9-a342-4a81-8a47-6bbdddf97b64","***","2026-08-05T14:29:58.749Z","2",""
"2ae8d4e3-da68-401f-8e03-ebb586f362bc","***","2026-08-05T15:16:44.783Z","477",""
"01d48e38-fe2f-41a0-8b46-da84d0be9fd3","***","2026-08-05T15:21:50.782Z","2",""
